discharge_from_lake,discharge_from_sea,discharge_to_lake,discharge_to_sea,mass_transport_lake,mass_transport_sea,salinity_to_lake,salinity_to_sea,volume_from_lake,volume_from_sea,volume_to_lake,volume_to_sea
0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0
0.09130189742589598,0.0,0.0918298347680881,0.0,-81728.934061608,0.0,14.927561554167879,15.0,5832.0,0.0,5865.72252567,0.0
0.0,1.2114782625551,0.0,0.0,0.0,-3900.959999999999,2.4,2.4,0.0,139.31999999999996,0.0,0.0
0.0,2.306758792170604,0.0,2.5411870521373148,0.0,-146086.35867152433,2.9415745517247625,5.483724216379747,0.0,6652.692357230149,0.0,7328.783459036149
0.0,0.0,0.8342514968061671,0.0,-3900.7762562083467,0.0,27.998681138446365,27.998681138446365,0.0,0.0,139.31999999999996,0.0
0.11354555537690655,0.0,0.10236388251375012,0.0,-139722.1521213351,0.0,24.800621629185585,27.99868113844637,6541.813627476,0.0,5897.592727139,0.0
0.0,7.52957746690974,0.0,0.0,0.0,-44906.4,3.4041268824256767,3.4041268824256767,0.0,1603.8,0.0,0.0
0.0,0.5239419266561811,0.0,0.520965689507126,0.0,-159064.1344009831,8.32378784448142,8.52992794183113,0.0,8149.392727139,0.0,8103.100334523
0.0,0.0,13.707692321751479,0.0,-44906.4,0.0,28.0,28.0,0.0,0.0,1603.8,0.0
1.817479881194208,0.0,1.8572614506313694,0.0,-157497.83470261662,0.0,27.32251067071624,28.0,5850.4677375539995,0.0,5978.5246095719995,0.0
0.0,0.530689655172412,0.0,0.0,0.0,-1292.7599999999954,3.6954170152959076,3.6954170152959076,0.0,46.16999999999984,0.0,0.0
0.0,0.42178784010612935,0.0,0.4131042545767311,0.0,-157759.2096132246,3.871334169904122,4.4521035552907335,0.0,6673.527206541,0.0,6536.135516287
0.0,0.0,0.20611607144697391,0.0,-1292.7599999999954,0.0,28.0,28.0,0.0,0.0,46.16999999999984,0.0
1.1127553365392526,0.0,1.1108571429605996,0.0,-157211.87243793887,0.0,27.958477015470827,27.999999999999996,5841.965516287,0.0,5832.0,0.0
0.0,9.641076923076923,0.0,0.0,0.0,-63168.336,3.6958477015470836,3.6958477015470836,0.0,2256.012,0.0,0.0
0.0,14.536064811720008,0.0,14.647916210287136,0.0,-56205.97735688432,9.972219487109806,10.02169555924167,0.0,3139.790002255679,0.0,3163.949904368679
0.0,0.0,9.641076923076923,0.0,-37114.877666440756,0.0,16.451542663089004,16.451542663089004,0.0,0.0,2256.012,0.0
0.11476365724800544,0.0,0.1142901936179838,0.0,-89753.2599266105,0.0,16.393933441139144,16.451542663089,5856.159902113,0.0,5832.0,0.0
0.0,8.613729732057763,0.0,0.0,0.0,-53542.943999999996,2.539393344113914,2.539393344113914,0.0,1912.2479999999998,0.0,0.0
0.0,12.885376615529664,0.0,14.876445377344668,0.0,-83933.67759510508,8.340817963179612,9.932541214907479,0.0,5076.83839064684,0.0,5861.31948343984
0.0,0.0,8.731726032181767,0.0,-38691.50478296008,0.0,20.23351823767633,20.23351823767633,0.0,0.0,1912.2479999999998,0.0
0.14692843073101686,0.0,0.17187014982405455,0.0,-102938.46279332478,0.0,14.155013553184181,20.233518237676325,6616.481092793,0.0,7739.65658701,0.0
0.0,4.320613633908742,0.0,0.0,0.0,-21291.984,2.6905072033147586,2.6905072033147586,0.0,760.428,0.0,0.0
0.0,0.1363960725659924,0.0,0.12426266058379157,0.0,-138509.75504115765,6.2995212595926375,14.114761977013686,0.0,9148.084587010002,0.0,8334.296645363002
0.0,0.0,5.103543628956349,0.0,-21291.984,0.0,28.0,28.0,0.0,0.0,760.428,0.0
0.07247589126719263,0.0,0.077122266013955,0.0,-134778.34927377256,0.0,19.227477426325102,28.0,6925.868645363,0.0,7369.880862537,0.0
0.0,2.6354899321783907,0.0,0.0,0.0,-10995.263999999996,3.2442213977654197,3.2442213977654197,0.0,392.6879999999998,0.0,0.0
0.0,0.20061465658329142,0.0,0.1639320675519934,0.0,-165406.67134393656,5.066461065904072,10.198230562350487,0.0,8410.568862537,0.0,6872.688
0.0,0.0,2.1341739121155756,0.0,-10995.263999999996,0.0,28.0,28.0,0.0,0.0,392.6879999999998,0.0
10.047806285571156,0.0,10.088871564843098,0.0,-58766.95657634515,0.0,27.963191683824327,28.0,2170.3261597046435,0.0,2179.1962600356437,0.0
0.0,5.079483867690655,0.0,0.0,0.0,-26453.951999999997,18.956974334563988,18.956974334563988,0.0,944.7839999999999,0.0,0.0
0.0,0.4319380651044543,0.0,0.5460398094563902,0.0,-3535.2451996291056,20.1090516207734,21.77285892812251,0.0,7433.654100330999,0.0,9397.345120597
0.0,0.0,5.3377627082455845,0.0,-26453.951999999997,0.0,28.0,28.0,0.0,0.0,944.7839999999999,0.0
0.5903601452829792,0.0,0.4415980388497657,0.0,-107575.25947844484,0.0,19.763837216366603,28.0,7804.561120597,0.0,5837.9260735610005,0.0
0.0,0.0,0.0,3.7626428557990557,0.0,1819.315789251558,2.878099533084582,2.878099533084582,0.0,0.0,0.0,632.1239999999999
0.0,0.0975519868268237,0.0,0.09745323045571773,0.0,-146926.8146444124,2.8780995330845816,2.903557362586967,0.0,5853.802073561001,0.0,5847.876
2.886410958113312,0.0,0.0,0.0,632.1239999999999,0.0,27.999999999999996,27.999999999999996,632.1239999999999,0.0,0.0,0.0
8.400070570893739,0.0,8.639984043005201,0.0,-93716.70597852425,0.0,24.96971227725445,25.36615,3796.831898450775,0.0,3905.272787856775,0.0
0.0,8.361692303388848,0.0,0.0,0.0,-51742.151954639994,11.089271055179575,11.089271055179575,0.0,1847.9339983799998,0.0,0.0
