time,head_sea,routine,salinity_lake,salinity_sea,ship_volume_lake_to_sea,ship_volume_sea_to_lake,t_flushing,t_level,t_open_lake,t_open_sea
1999808.9999997988,-0.5075,4,,,,1372.052429061,,,,433.0000000074506
2000421.9999997644,-0.5494,1,,,,,,183.00000006,,
2000604.999999795,-0.5494,2,,,0.0,,,,64573.999999975786,
2065358.999999729,0.5055,3,,,,,,179.00000015999998,,
2065538.000000082,0.5055,4,,,,724.833191141,,,,394.9999999254942
2066112.9999999655,0.5265,1,,,,,,180.99999996,,
2066294.0000001574,0.5265,2,,,1829.660980226,,,,9357.999999867752,
2075831.9999999832,0.4243,3,,,,,,171.99999996,,
2076003.9999999572,0.4243,4,,,,661.729669484,,,,673.0000007897615
2076857.0000000764,0.3731,1,,,,,,166.00000002,,
2077022.999999905,0.3731,2,,,676.590439251,,,,2842.000000504777,
2080044.9999997392,0.12819999999999998,3,,,,,,127.00000013999998,,
2080171.9999998808,0.12819999999999998,4,,,,1548.101013062,,,,2379.00000102818
2082731.0000002384,-0.07219999999999999,1,,,,,,109.99999992000001,,
2082841.0000001779,-0.07219999999999999,2,,,0.0,,,,4279.000000096858,
2087300.0000002328,-0.2901,3,,,,,,156.0,,
2087456.0000002384,-0.2901,4,,,,2004.089046347,,,,442.00000022538006
2088077.9999997932,-0.33330000000000004,1,,,,,,161.0000001,,
2088239.000000339,-0.33330000000000004,2,,,0.0,,,,1324.9999998137355,
2089744.0000001108,-0.4144,3,,,,,,170.99999994,,
2089914.999999851,-0.4144,4,,,,1104.78306428,,,,434.0000008698553
2090529.0000000503,-0.4471,1,,,,,,174.0,,
2090702.999999863,-0.4471,2,,,0.0,,,,5434.000000404194,
2096317.0000002254,-0.595800001,3,,,,,,186.00000011999998,,
2096503.0000003288,-0.595800001,4,,,,2126.48639378,,,,518.9999999944121
2097202.0000002813,-0.48760000000000003,1,,,,,,177.9999999,,
2097379.999999772,-0.48760000000000003,2,,,1272.62746515,,,,57244.00000018068,
