time,head_sea,routine,salinity_lake,salinity_sea,ship_volume_lake_to_sea,ship_volume_sea_to_lake,t_flushing,t_level,t_open_lake,t_open_sea
1212957.999999798,-0.2546,2,,,2081.2762567540003,,,,45075.0000001397,
1258212.9999998957,-0.3719,3,,,,,,166.00000002,,
1258378.9999997243,-0.3719,4,,,,1210.903418023,,,,7554.000000609085
1266112.9999996629,0.1597,1,,,,,,134.99999994,,
1266247.9999997886,0.1597,2,,,0.0,,,,850.9999996516854,
1267279.000000027,0.25630000000000003,3,,,,,,151.00000008,,
1267430.000000121,0.25630000000000003,4,,,,1742.645923904,,,,433.0000000074506
1268043.0000000866,0.30510000000000004,1,,,,,,158.00000004,,
1268200.999999931,0.30510000000000004,2,,,0.0,,,,433.0000000074506,
1268813.9999998966,0.35429999999999995,3,,,,,,163.99999998,,
1268977.9999998864,0.35429999999999995,4,,,,162.133284077,,,,482.0000007748604
1269639.9999999907,0.40700000000000003,1,,,,,,168.9999999,,
1269808.999999892,0.40700000000000003,2,,,0.0,,,,6840.000000922009,
1276829.0000001434,0.6498,3,,,,,,191.00000004,,
1277020.0000001583,0.6498,4,,,,1306.078427613,,,,433.9999996125698
1277633.999999729,0.6569,1,,,,,,191.00000004,,
1277824.999999744,0.6569,2,,,1404.844220882,,,,2980.000000074506,
1280984.9999997765,0.619,3,,,,,,188.99999993999998,,
1281173.9999999525,0.619,4,,,,755.788773941,,,,993.0000001564622
1282347.000000067,0.5736,1,,,,,,185.0000001,,
1282531.9999999367,0.5736,2,,,0.0,,,,9019.000000460073,
1291730.9999997262,-0.00789999999999999,3,,,,,,62.99999982,,
1291793.9999999944,-0.00789999999999999,4,,,,773.615684449,,,,393.00000071525574
1292367.000000039,-0.03719999999999998,1,,,,,,93.00000018,,
1292459.9999997765,-0.03719999999999998,2,,,0.0,,,,47208.9999998454,
1339848.99999958,-0.1555,3,,,,,,133.00000007999998,,
1339981.9999998668,-0.1555,4,,,,641.16852343,,,,375.999999884516
1340537.9999997094,-0.19569999999999999,1,,,,,,141.00000006000002,,
1340678.9999999804,-0.19569999999999999,2,,,1888.202969578,,,,791.9999990612268,
1341650.9999996284,-0.2606,3,,,,,,152.0000001,,
1341802.9999999562,-0.2606,4,,,,483.494039359,,,,5288.999999826774
1347271.999999741,-0.4779,1,,,,,,175.99999986,,
1347448.0000000214,-0.4779,2,,,0.0,,,,867.9999992251396,
1348495.9999998333,-0.5085,3,,,,,,179.00000015999998,,
1348675.0000001863,-0.5085,4,,,,216.775288063,,,,483.99999998509884
